source_id	title	url	normalized_url	source_format	source_type	resource_type	publisher	organization_id	collection_hint	evidence_role	topic_tags	audience	language	link_check_status	ingest_status	ingest_priority	source_status	duplicate_group_id	notes	source_context	duplicate_count	duplicate_merged	merged_titles	collection_hints	source_types_seen	resource_types_seen	publishers_seen	organizations_seen	source_contexts	registry_schema_version	registry_role	user_facing_knowledge	recommended_pipeline	dedupe_key
neuroloogilised_ja_kroonilised_seis_eesti_sclerosis_multiplexi_uhingute_liit	Eesti Sclerosis Multiplexi Ühingute Liit	https://smk.ee/	https://smk.ee/	html	organization_profile	organization_page	Neuroloogilised ja kroonilised seisundid	neuroloogilised_ja_kroonilised_seisundid	organizations	organization_background	"[""Puudespetsiifilised organisatsioonid ja tugivõrgustikud"", ""Neuroloogilised ja kroonilised seisundid""]"	BOTH	et	"[""OK""]"	referenced_only	low	known			"{""heading_2"": ""2) Puudespetsiifilised organisatsioonid ja tugivõrgustikud"", ""heading_3"": ""Neuroloogilised ja kroonilised seisundid"", ""heading_4"": null, ""line"": 71, ""order"": 47}"	0	False	"[""Eesti Sclerosis Multiplexi Ühingute Liit""]"	"[""organizations""]"	"[""organization_profile""]"	"[""organization_page""]"	"[""Neuroloogilised ja kroonilised seisundid""]"	"[""neuroloogilised_ja_kroonilised_seisundid""]"	"[{""heading_2"": ""2) Puudespetsiifilised organisatsioonid ja tugivõrgustikud"", ""heading_3"": ""Neuroloogilised ja kroonilised seisundid"", ""line"": 71, ""order"": 47}]"	source-master-v1	dedupe_seed_and_ingest_planning	False	organization_collection_agent	https://smk.ee/
neuroloogilised_ja_kroonilised_seis_eesti_parkinsoniliit	Eesti Parkinsoniliit	https://www.parkinson.ee/	https://www.parkinson.ee/	html	organization_profile	organization_page	Neuroloogilised ja kroonilised seisundid	neuroloogilised_ja_kroonilised_seisundid	organizations	organization_background	"[""Puudespetsiifilised organisatsioonid ja tugivõrgustikud"", ""Neuroloogilised ja kroonilised seisundid""]"	BOTH	et	"[""Search-confirmed""]"	referenced_only	low	known			"{""heading_2"": ""2) Puudespetsiifilised organisatsioonid ja tugivõrgustikud"", ""heading_3"": ""Neuroloogilised ja kroonilised seisundid"", ""heading_4"": null, ""line"": 72, ""order"": 48}"	0	False	"[""Eesti Parkinsoniliit""]"	"[""organizations""]"	"[""organization_profile""]"	"[""organization_page""]"	"[""Neuroloogilised ja kroonilised seisundid""]"	"[""neuroloogilised_ja_kroonilised_seisundid""]"	"[{""heading_2"": ""2) Puudespetsiifilised organisatsioonid ja tugivõrgustikud"", ""heading_3"": ""Neuroloogilised ja kroonilised seisundid"", ""line"": 72, ""order"": 48}]"	source-master-v1	dedupe_seed_and_ingest_planning	False	organization_collection_agent	https://www.parkinson.ee/
neuroloogilised_ja_kroonilised_seis_eesti_insuldipatsientide_selts	Eesti Insuldipatsientide Selts	https://www.insuldiselts.ee/	https://www.insuldiselts.ee/	html	organization_profile	organization_page	Neuroloogilised ja kroonilised seisundid	neuroloogilised_ja_kroonilised_seisundid	organizations	organization_background	"[""Puudespetsiifilised organisatsioonid ja tugivõrgustikud"", ""Neuroloogilised ja kroonilised seisundid""]"	BOTH	et	"[""OK""]"	referenced_only	low	known			"{""heading_2"": ""2) Puudespetsiifilised organisatsioonid ja tugivõrgustikud"", ""heading_3"": ""Neuroloogilised ja kroonilised seisundid"", ""heading_4"": null, ""line"": 73, ""order"": 49}"	0	False	"[""Eesti Insuldipatsientide Selts""]"	"[""organizations""]"	"[""organization_profile""]"	"[""organization_page""]"	"[""Neuroloogilised ja kroonilised seisundid""]"	"[""neuroloogilised_ja_kroonilised_seisundid""]"	"[{""heading_2"": ""2) Puudespetsiifilised organisatsioonid ja tugivõrgustikud"", ""heading_3"": ""Neuroloogilised ja kroonilised seisundid"", ""line"": 73, ""order"": 49}]"	source-master-v1	dedupe_seed_and_ingest_planning	False	organization_collection_agent	https://www.insuldiselts.ee/
neuroloogilised_ja_kroonilised_seis_eesti_hemofiiliauhing	Eesti Hemofiiliaühing	https://www.hemofiilia.ee/	https://www.hemofiilia.ee/	html	organization_profile	organization_page	Neuroloogilised ja kroonilised seisundid	neuroloogilised_ja_kroonilised_seisundid	organizations	organization_background	"[""Puudespetsiifilised organisatsioonid ja tugivõrgustikud"", ""Neuroloogilised ja kroonilised seisundid""]"	BOTH	et	"[""OK""]"	referenced_only	low	known			"{""heading_2"": ""2) Puudespetsiifilised organisatsioonid ja tugivõrgustikud"", ""heading_3"": ""Neuroloogilised ja kroonilised seisundid"", ""heading_4"": null, ""line"": 74, ""order"": 50}"	0	False	"[""Eesti Hemofiiliaühing""]"	"[""organizations""]"	"[""organization_profile""]"	"[""organization_page""]"	"[""Neuroloogilised ja kroonilised seisundid""]"	"[""neuroloogilised_ja_kroonilised_seisundid""]"	"[{""heading_2"": ""2) Puudespetsiifilised organisatsioonid ja tugivõrgustikud"", ""heading_3"": ""Neuroloogilised ja kroonilised seisundid"", ""line"": 74, ""order"": 50}]"	source-master-v1	dedupe_seed_and_ingest_planning	False	organization_collection_agent	https://www.hemofiilia.ee/
neuroloogilised_ja_kroonilised_seis_eesti_lihasehaigete_selts	Eesti Lihasehaigete Selts	https://www.els.ee/	https://www.els.ee/	html	organization_profile	organization_page	Neuroloogilised ja kroonilised seisundid	neuroloogilised_ja_kroonilised_seisundid	organizations	organization_background	"[""Puudespetsiifilised organisatsioonid ja tugivõrgustikud"", ""Neuroloogilised ja kroonilised seisundid""]"	BOTH	et	"[""Search-confirmed""]"	referenced_only	low	known			"{""heading_2"": ""2) Puudespetsiifilised organisatsioonid ja tugivõrgustikud"", ""heading_3"": ""Neuroloogilised ja kroonilised seisundid"", ""heading_4"": null, ""line"": 75, ""order"": 51}"	0	False	"[""Eesti Lihasehaigete Selts""]"	"[""organizations""]"	"[""organization_profile""]"	"[""organization_page""]"	"[""Neuroloogilised ja kroonilised seisundid""]"	"[""neuroloogilised_ja_kroonilised_seisundid""]"	"[{""heading_2"": ""2) Puudespetsiifilised organisatsioonid ja tugivõrgustikud"", ""heading_3"": ""Neuroloogilised ja kroonilised seisundid"", ""line"": 75, ""order"": 51}]"	source-master-v1	dedupe_seed_and_ingest_planning	False	organization_collection_agent	https://www.els.ee/
neuroloogilised_ja_kroonilised_seis_eesti_allergialiit	Eesti Allergialiit	https://allergialiit.ee/	https://allergialiit.ee/	html	organization_profile	organization_page	Neuroloogilised ja kroonilised seisundid	neuroloogilised_ja_kroonilised_seisundid	organizations	organization_background	"[""Puudespetsiifilised organisatsioonid ja tugivõrgustikud"", ""Neuroloogilised ja kroonilised seisundid""]"	BOTH	et	"[""Search-confirmed""]"	referenced_only	low	known			"{""heading_2"": ""2) Puudespetsiifilised organisatsioonid ja tugivõrgustikud"", ""heading_3"": ""Neuroloogilised ja kroonilised seisundid"", ""heading_4"": null, ""line"": 76, ""order"": 52}"	0	False	"[""Eesti Allergialiit""]"	"[""organizations""]"	"[""organization_profile""]"	"[""organization_page""]"	"[""Neuroloogilised ja kroonilised seisundid""]"	"[""neuroloogilised_ja_kroonilised_seisundid""]"	"[{""heading_2"": ""2) Puudespetsiifilised organisatsioonid ja tugivõrgustikud"", ""heading_3"": ""Neuroloogilised ja kroonilised seisundid"", ""line"": 76, ""order"": 52}]"	source-master-v1	dedupe_seed_and_ingest_planning	False	organization_collection_agent	https://allergialiit.ee/
neuroloogilised_ja_kroonilised_seis_eesti_diabeediliit	Eesti Diabeediliit	https://www.diabetes.ee/	https://www.diabetes.ee/	html	organization_profile	organization_page	Neuroloogilised ja kroonilised seisundid	neuroloogilised_ja_kroonilised_seisundid	organizations	organization_background	"[""Puudespetsiifilised organisatsioonid ja tugivõrgustikud"", ""Neuroloogilised ja kroonilised seisundid""]"	BOTH	et	"[""OK""]"	referenced_only	low	known			"{""heading_2"": ""2) Puudespetsiifilised organisatsioonid ja tugivõrgustikud"", ""heading_3"": ""Neuroloogilised ja kroonilised seisundid"", ""heading_4"": null, ""line"": 77, ""order"": 53}"	0	False	"[""Eesti Diabeediliit""]"	"[""organizations""]"	"[""organization_profile""]"	"[""organization_page""]"	"[""Neuroloogilised ja kroonilised seisundid""]"	"[""neuroloogilised_ja_kroonilised_seisundid""]"	"[{""heading_2"": ""2) Puudespetsiifilised organisatsioonid ja tugivõrgustikud"", ""heading_3"": ""Neuroloogilised ja kroonilised seisundid"", ""line"": 77, ""order"": 53}]"	source-master-v1	dedupe_seed_and_ingest_planning	False	organization_collection_agent	https://www.diabetes.ee/
neuroloogilised_ja_kroonilised_seis_eesti_reumaliit	Eesti Reumaliit	https://reumaliit.ee/	https://reumaliit.ee/	html	organization_profile	organization_page	Neuroloogilised ja kroonilised seisundid	neuroloogilised_ja_kroonilised_seisundid	organizations	organization_background	"[""Puudespetsiifilised organisatsioonid ja tugivõrgustikud"", ""Neuroloogilised ja kroonilised seisundid""]"	BOTH	et	"[""OK""]"	referenced_only	low	known			"{""heading_2"": ""2) Puudespetsiifilised organisatsioonid ja tugivõrgustikud"", ""heading_3"": ""Neuroloogilised ja kroonilised seisundid"", ""heading_4"": null, ""line"": 78, ""order"": 54}"	0	False	"[""Eesti Reumaliit""]"	"[""organizations""]"	"[""organization_profile""]"	"[""organization_page""]"	"[""Neuroloogilised ja kroonilised seisundid""]"	"[""neuroloogilised_ja_kroonilised_seisundid""]"	"[{""heading_2"": ""2) Puudespetsiifilised organisatsioonid ja tugivõrgustikud"", ""heading_3"": ""Neuroloogilised ja kroonilised seisundid"", ""line"": 78, ""order"": 54}]"	source-master-v1	dedupe_seed_and_ingest_planning	False	organization_collection_agent	https://reumaliit.ee/
neuroloogilised_ja_kroonilised_seis_eesti_kopsuliit	Eesti Kopsuliit	https://www.kopsuliit.ee/	https://www.kopsuliit.ee/	html	organization_profile	organization_page	Neuroloogilised ja kroonilised seisundid	neuroloogilised_ja_kroonilised_seisundid	organizations	organization_background	"[""Puudespetsiifilised organisatsioonid ja tugivõrgustikud"", ""Neuroloogilised ja kroonilised seisundid""]"	BOTH	et	"[""Search-confirmed"", ""Corrected""]"	referenced_only	low	known			"{""heading_2"": ""2) Puudespetsiifilised organisatsioonid ja tugivõrgustikud"", ""heading_3"": ""Neuroloogilised ja kroonilised seisundid"", ""heading_4"": null, ""line"": 79, ""order"": 55}"	0	False	"[""Eesti Kopsuliit""]"	"[""organizations""]"	"[""organization_profile""]"	"[""organization_page""]"	"[""Neuroloogilised ja kroonilised seisundid""]"	"[""neuroloogilised_ja_kroonilised_seisundid""]"	"[{""heading_2"": ""2) Puudespetsiifilised organisatsioonid ja tugivõrgustikud"", ""heading_3"": ""Neuroloogilised ja kroonilised seisundid"", ""line"": 79, ""order"": 55}]"	source-master-v1	dedupe_seed_and_ingest_planning	False	organization_collection_agent	https://www.kopsuliit.ee/
neuroloogilised_ja_kroonilised_seis_eesti_vahiliit	Eesti Vähiliit	https://cancer.ee/	https://cancer.ee/	html	organization_profile	organization_page	Neuroloogilised ja kroonilised seisundid	neuroloogilised_ja_kroonilised_seisundid	organizations	organization_background	"[""Puudespetsiifilised organisatsioonid ja tugivõrgustikud"", ""Neuroloogilised ja kroonilised seisundid""]"	BOTH	et	"[""OK""]"	referenced_only	low	known			"{""heading_2"": ""2) Puudespetsiifilised organisatsioonid ja tugivõrgustikud"", ""heading_3"": ""Neuroloogilised ja kroonilised seisundid"", ""heading_4"": null, ""line"": 80, ""order"": 56}"	0	False	"[""Eesti Vähiliit""]"	"[""organizations""]"	"[""organization_profile""]"	"[""organization_page""]"	"[""Neuroloogilised ja kroonilised seisundid""]"	"[""neuroloogilised_ja_kroonilised_seisundid""]"	"[{""heading_2"": ""2) Puudespetsiifilised organisatsioonid ja tugivõrgustikud"", ""heading_3"": ""Neuroloogilised ja kroonilised seisundid"", ""line"": 80, ""order"": 56}]"	source-master-v1	dedupe_seed_and_ingest_planning	False	organization_collection_agent	https://cancer.ee/
neuroloogilised_ja_kroonilised_seis_eesti_neeruhaigete_liit	Eesti Neeruhaigete Liit	https://www.neer.ee/	https://www.neer.ee/	html	organization_profile	organization_page	Neuroloogilised ja kroonilised seisundid	neuroloogilised_ja_kroonilised_seisundid	organizations	organization_background	"[""Puudespetsiifilised organisatsioonid ja tugivõrgustikud"", ""Neuroloogilised ja kroonilised seisundid""]"	BOTH	et	"[""Redirect""]"	referenced_only	low	known			"{""heading_2"": ""2) Puudespetsiifilised organisatsioonid ja tugivõrgustikud"", ""heading_3"": ""Neuroloogilised ja kroonilised seisundid"", ""heading_4"": null, ""line"": 81, ""order"": 57}"	0	False	"[""Eesti Neeruhaigete Liit""]"	"[""organizations""]"	"[""organization_profile""]"	"[""organization_page""]"	"[""Neuroloogilised ja kroonilised seisundid""]"	"[""neuroloogilised_ja_kroonilised_seisundid""]"	"[{""heading_2"": ""2) Puudespetsiifilised organisatsioonid ja tugivõrgustikud"", ""heading_3"": ""Neuroloogilised ja kroonilised seisundid"", ""line"": 81, ""order"": 57}]"	source-master-v1	dedupe_seed_and_ingest_planning	False	organization_collection_agent	https://www.neer.ee/
neuroloogilised_ja_kroonilised_seis_pohja_eesti_neeruhaigete_selts_facebook	Põhja-Eesti Neeruhaigete Selts (Facebook)	https://www.facebook.com/p/P%C3%B5hja-Eesti-Neeruhaigete-Selts-100011071697630/	https://www.facebook.com/p/Põhja-Eesti-Neeruhaigete-Selts-100011071697630	html	social_media_page	contact_reference	Neuroloogilised ja kroonilised seisundid	neuroloogilised_ja_kroonilised_seisundid	organizations	background	"[""Puudespetsiifilised organisatsioonid ja tugivõrgustikud"", ""Neuroloogilised ja kroonilised seisundid""]"	BOTH	et	"[""Search-confirmed""]"	referenced_only	low	known			"{""heading_2"": ""2) Puudespetsiifilised organisatsioonid ja tugivõrgustikud"", ""heading_3"": ""Neuroloogilised ja kroonilised seisundid"", ""heading_4"": null, ""line"": 82, ""order"": 58}"	0	False	"[""Põhja-Eesti Neeruhaigete Selts (Facebook)""]"	"[""organizations""]"	"[""social_media_page""]"	"[""contact_reference""]"	"[""Neuroloogilised ja kroonilised seisundid""]"	"[""neuroloogilised_ja_kroonilised_seisundid""]"	"[{""heading_2"": ""2) Puudespetsiifilised organisatsioonid ja tugivõrgustikud"", ""heading_3"": ""Neuroloogilised ja kroonilised seisundid"", ""line"": 82, ""order"": 58}]"	source-master-v1	dedupe_seed_and_ingest_planning	False	organization_collection_agent	https://www.facebook.com/p/Põhja-Eesti-Neeruhaigete-Selts-100011071697630
neuroloogilised_ja_kroonilised_seis_eesti_epilepsialiit_ajalooline_registripohine_viide	Eesti Epilepsialiit (ajalooline / registripõhine viide)	https://www.inforegister.ee/80068934-EESTI-EPILEPSIALIIT-MTU/	https://www.inforegister.ee/80068934-EESTI-EPILEPSIALIIT-MTU	html	organization_profile	organization_page	Neuroloogilised ja kroonilised seisundid	neuroloogilised_ja_kroonilised_seisundid	organizations	organization_background	"[""Puudespetsiifilised organisatsioonid ja tugivõrgustikud"", ""Neuroloogilised ja kroonilised seisundid""]"	BOTH	et	"[""Search-confirmed""]"	referenced_only	low	known			"{""heading_2"": ""2) Puudespetsiifilised organisatsioonid ja tugivõrgustikud"", ""heading_3"": ""Neuroloogilised ja kroonilised seisundid"", ""heading_4"": null, ""line"": 83, ""order"": 59}"	0	False	"[""Eesti Epilepsialiit (ajalooline / registripõhine viide)""]"	"[""organizations""]"	"[""organization_profile""]"	"[""organization_page""]"	"[""Neuroloogilised ja kroonilised seisundid""]"	"[""neuroloogilised_ja_kroonilised_seisundid""]"	"[{""heading_2"": ""2) Puudespetsiifilised organisatsioonid ja tugivõrgustikud"", ""heading_3"": ""Neuroloogilised ja kroonilised seisundid"", ""line"": 83, ""order"": 59}]"	source-master-v1	dedupe_seed_and_ingest_planning	False	organization_collection_agent	https://www.inforegister.ee/80068934-EESTI-EPILEPSIALIIT-MTU
neuroloogilised_ja_kroonilised_seis_epilepsiaga_inimeste_tugigrupp_facebook	Epilepsiaga inimeste tugigrupp (Facebook)	https://www.facebook.com/groups/epilepsialiit/	https://www.facebook.com/groups/epilepsialiit	html	social_media_page	contact_reference	Neuroloogilised ja kroonilised seisundid	neuroloogilised_ja_kroonilised_seisundid	organizations	background	"[""Puudespetsiifilised organisatsioonid ja tugivõrgustikud"", ""Neuroloogilised ja kroonilised seisundid""]"	BOTH	et	"[""Search-confirmed""]"	referenced_only	low	known			"{""heading_2"": ""2) Puudespetsiifilised organisatsioonid ja tugivõrgustikud"", ""heading_3"": ""Neuroloogilised ja kroonilised seisundid"", ""heading_4"": null, ""line"": 84, ""order"": 60}"	0	False	"[""Epilepsiaga inimeste tugigrupp (Facebook)""]"	"[""organizations""]"	"[""social_media_page""]"	"[""contact_reference""]"	"[""Neuroloogilised ja kroonilised seisundid""]"	"[""neuroloogilised_ja_kroonilised_seisundid""]"	"[{""heading_2"": ""2) Puudespetsiifilised organisatsioonid ja tugivõrgustikud"", ""heading_3"": ""Neuroloogilised ja kroonilised seisundid"", ""line"": 84, ""order"": 60}]"	source-master-v1	dedupe_seed_and_ingest_planning	False	organization_collection_agent	https://www.facebook.com/groups/epilepsialiit
sotsiaalkindlustusamet_ska_abivahendi_vajajale	SKA: Abivahendi vajajale	https://sotsiaalkindlustusamet.ee/puue-ja-hoolekanne/abivahendid/abivahendi-vajajale	https://sotsiaalkindlustusamet.ee/puue-ja-hoolekanne/abivahendid/abivahendi-vajajale	html	web_page	web_page	Sotsiaalkindlustusamet	sotsiaalkindlustusamet	source_registry	background	"[""Abivahendid"", ""Riiklik info ja otsingud"", ""abivahendid""]"	BOTH	et	"[""OK""]"	referenced_only	low	known			"{""heading_2"": ""3) Abivahendid"", ""heading_3"": ""Riiklik info ja otsingud"", ""heading_4"": null, ""line"": 89, ""order"": 61}"	0	False	"[""SKA: Abivahendi vajajale""]"	"[""source_registry""]"	"[""web_page""]"	"[""web_page""]"	"[""Sotsiaalkindlustusamet""]"	"[""sotsiaalkindlustusamet""]"	"[{""heading_2"": ""3) Abivahendid"", ""heading_3"": ""Riiklik info ja otsingud"", ""line"": 89, ""order"": 61}]"	source-master-v1	dedupe_seed_and_ingest_planning	False	html_or_topic_pipeline	https://sotsiaalkindlustusamet.ee/puue-ja-hoolekanne/abivahendid/abivahendi-vajajale
sotsiaalkindlustusamet_ska_abivahendite_otsimootor	SKA abivahendite otsimootor	https://sotsiaalkindlustusamet.ee/abivahendite-otsimootor	https://sotsiaalkindlustusamet.ee/abivahendite-otsimootor	html	web_page	web_page	Sotsiaalkindlustusamet	sotsiaalkindlustusamet	source_registry	background	"[""Abivahendid"", ""Riiklik info ja otsingud"", ""abivahendid""]"	BOTH	et	"[""OK""]"	referenced_only	low	known			"{""heading_2"": ""3) Abivahendid"", ""heading_3"": ""Riiklik info ja otsingud"", ""heading_4"": null, ""line"": 90, ""order"": 62}"	0	False	"[""SKA abivahendite otsimootor""]"	"[""source_registry""]"	"[""web_page""]"	"[""web_page""]"	"[""Sotsiaalkindlustusamet""]"	"[""sotsiaalkindlustusamet""]"	"[{""heading_2"": ""3) Abivahendid"", ""heading_3"": ""Riiklik info ja otsingud"", ""line"": 90, ""order"": 62}]"	source-master-v1	dedupe_seed_and_ingest_planning	False	html_or_topic_pipeline	https://sotsiaalkindlustusamet.ee/abivahendite-otsimootor
sotsiaalkindlustusamet_ska_abivahendi_ettevottele	SKA: Abivahendi ettevõttele	https://sotsiaalkindlustusamet.ee/spetsialistile-ja-koostoopartnerile/teenuseosutajale/abivahendi-ettevottele	https://sotsiaalkindlustusamet.ee/spetsialistile-ja-koostoopartnerile/teenuseosutajale/abivahendi-ettevottele	html	web_page	web_page	Sotsiaalkindlustusamet	sotsiaalkindlustusamet	source_registry	background	"[""Abivahendid"", ""Riiklik info ja otsingud"", ""abivahendid""]"	BOTH	et	"[""OK""]"	referenced_only	low	known			"{""heading_2"": ""3) Abivahendid"", ""heading_3"": ""Riiklik info ja otsingud"", ""heading_4"": null, ""line"": 91, ""order"": 63}"	0	False	"[""SKA: Abivahendi ettevõttele""]"	"[""source_registry""]"	"[""web_page""]"	"[""web_page""]"	"[""Sotsiaalkindlustusamet""]"	"[""sotsiaalkindlustusamet""]"	"[{""heading_2"": ""3) Abivahendid"", ""heading_3"": ""Riiklik info ja otsingud"", ""line"": 91, ""order"": 63}]"	source-master-v1	dedupe_seed_and_ingest_planning	False	html_or_topic_pipeline	https://sotsiaalkindlustusamet.ee/spetsialistile-ja-koostoopartnerile/teenuseosutajale/abivahendi-ettevottele
riiklik_info_ja_otsingud_msa_abivahendite_jaemuujate_otsing	MSA abivahendite jaemüüjate otsing	https://msa.sm.ee/est/otsing/jmu/	https://msa.sm.ee/est/otsing/jmu	html	web_page	web_page	Riiklik info ja otsingud	riiklik_info_ja_otsingud	source_registry	background	"[""Abivahendid"", ""Riiklik info ja otsingud"", ""abivahendid""]"	BOTH	et	"[""OK""]"	referenced_only	low	known			"{""heading_2"": ""3) Abivahendid"", ""heading_3"": ""Riiklik info ja otsingud"", ""heading_4"": null, ""line"": 92, ""order"": 64}"	0	False	"[""MSA abivahendite jaemüüjate otsing""]"	"[""source_registry""]"	"[""web_page""]"	"[""web_page""]"	"[""Riiklik info ja otsingud""]"	"[""riiklik_info_ja_otsingud""]"	"[{""heading_2"": ""3) Abivahendid"", ""heading_3"": ""Riiklik info ja otsingud"", ""line"": 92, ""order"": 64}]"	source-master-v1	dedupe_seed_and_ingest_planning	False	html_or_topic_pipeline	https://msa.sm.ee/est/otsing/jmu
uldised_pakkujad_invaru	Invaru	https://www.invaru.ee/	https://www.invaru.ee/	html	web_page	web_page	Üldised pakkujad	uldised_pakkujad	source_registry	background	"[""Abivahendid"", ""Üldised pakkujad""]"	BOTH	et	"[""Redirect""]"	referenced_only	low	known			"{""heading_2"": ""3) Abivahendid"", ""heading_3"": ""Üldised pakkujad"", ""heading_4"": null, ""line"": 95, ""order"": 65}"	0	False	"[""Invaru""]"	"[""source_registry""]"	"[""web_page""]"	"[""web_page""]"	"[""Üldised pakkujad""]"	"[""uldised_pakkujad""]"	"[{""heading_2"": ""3) Abivahendid"", ""heading_3"": ""Üldised pakkujad"", ""line"": 95, ""order"": 65}]"	source-master-v1	dedupe_seed_and_ingest_planning	False	html_or_topic_pipeline	https://www.invaru.ee/
uldised_pakkujad_itak	ITAK	https://www.itak.ee/	https://www.itak.ee/	html	web_page	web_page	Üldised pakkujad	uldised_pakkujad	source_registry	background	"[""Abivahendid"", ""Üldised pakkujad""]"	BOTH	et	"[""OK""]"	referenced_only	low	known			"{""heading_2"": ""3) Abivahendid"", ""heading_3"": ""Üldised pakkujad"", ""heading_4"": null, ""line"": 96, ""order"": 66}"	0	False	"[""ITAK""]"	"[""source_registry""]"	"[""web_page""]"	"[""web_page""]"	"[""Üldised pakkujad""]"	"[""uldised_pakkujad""]"	"[{""heading_2"": ""3) Abivahendid"", ""heading_3"": ""Üldised pakkujad"", ""line"": 96, ""order"": 66}]"	source-master-v1	dedupe_seed_and_ingest_planning	False	html_or_topic_pipeline	https://www.itak.ee/
uldised_pakkujad_teresa_abivahendikeskus	Teresa Abivahendikeskus	https://teresa.ee/	https://teresa.ee/	html	web_page	web_page	Üldised pakkujad	uldised_pakkujad	source_registry	background	"[""Abivahendid"", ""Üldised pakkujad"", ""abivahendid""]"	BOTH	et	"[""OK""]"	referenced_only	low	known			"{""heading_2"": ""3) Abivahendid"", ""heading_3"": ""Üldised pakkujad"", ""heading_4"": null, ""line"": 97, ""order"": 67}"	0	False	"[""Teresa Abivahendikeskus""]"	"[""source_registry""]"	"[""web_page""]"	"[""web_page""]"	"[""Üldised pakkujad""]"	"[""uldised_pakkujad""]"	"[{""heading_2"": ""3) Abivahendid"", ""heading_3"": ""Üldised pakkujad"", ""line"": 97, ""order"": 67}]"	source-master-v1	dedupe_seed_and_ingest_planning	False	html_or_topic_pipeline	https://teresa.ee/
uldised_pakkujad_tervise_abi	Tervise Abi	https://terviseabi.ee/	https://terviseabi.ee/	html	web_page	web_page	Üldised pakkujad	uldised_pakkujad	source_registry	background	"[""Abivahendid"", ""Üldised pakkujad""]"	BOTH	et	"[""Search-confirmed""]"	referenced_only	low	known			"{""heading_2"": ""3) Abivahendid"", ""heading_3"": ""Üldised pakkujad"", ""heading_4"": null, ""line"": 98, ""order"": 68}"	0	False	"[""Tervise Abi""]"	"[""source_registry""]"	"[""web_page""]"	"[""web_page""]"	"[""Üldised pakkujad""]"	"[""uldised_pakkujad""]"	"[{""heading_2"": ""3) Abivahendid"", ""heading_3"": ""Üldised pakkujad"", ""line"": 98, ""order"": 68}]"	source-master-v1	dedupe_seed_and_ingest_planning	False	html_or_topic_pipeline	https://terviseabi.ee/
uldised_pakkujad_egero_invaabivahendid	Egero / Invaabivahendid	https://www.invaabivahendid.ee/	https://www.invaabivahendid.ee/	html	web_page	web_page	Üldised pakkujad	uldised_pakkujad	source_registry	background	"[""Abivahendid"", ""Üldised pakkujad"", ""abivahendid""]"	BOTH	et	"[""OK""]"	referenced_only	low	known			"{""heading_2"": ""3) Abivahendid"", ""heading_3"": ""Üldised pakkujad"", ""heading_4"": null, ""line"": 99, ""order"": 69}"	0	False	"[""Egero / Invaabivahendid""]"	"[""source_registry""]"	"[""web_page""]"	"[""web_page""]"	"[""Üldised pakkujad""]"	"[""uldised_pakkujad""]"	"[{""heading_2"": ""3) Abivahendid"", ""heading_3"": ""Üldised pakkujad"", ""line"": 99, ""order"": 69}]"	source-master-v1	dedupe_seed_and_ingest_planning	False	html_or_topic_pipeline	https://www.invaabivahendid.ee/
uldised_pakkujad_invago	INVAGO	https://invago.ee/	https://invago.ee/	html	web_page	web_page	Üldised pakkujad	uldised_pakkujad	source_registry	background	"[""Abivahendid"", ""Üldised pakkujad""]"	BOTH	et	"[""OK""]"	referenced_only	low	known			"{""heading_2"": ""3) Abivahendid"", ""heading_3"": ""Üldised pakkujad"", ""heading_4"": null, ""line"": 100, ""order"": 70}"	0	False	"[""INVAGO""]"	"[""source_registry""]"	"[""web_page""]"	"[""web_page""]"	"[""Üldised pakkujad""]"	"[""uldised_pakkujad""]"	"[{""heading_2"": ""3) Abivahendid"", ""heading_3"": ""Üldised pakkujad"", ""line"": 100, ""order"": 70}]"	source-master-v1	dedupe_seed_and_ingest_planning	False	html_or_topic_pipeline	https://invago.ee/
uldised_pakkujad_rol_lift	Rol-Lift	https://www.rol-lift.ee/et/	https://www.rol-lift.ee/et	html	web_page	web_page	Üldised pakkujad	uldised_pakkujad	source_registry	background	"[""Abivahendid"", ""Üldised pakkujad""]"	BOTH	et	"[""OK""]"	referenced_only	low	known			"{""heading_2"": ""3) Abivahendid"", ""heading_3"": ""Üldised pakkujad"", ""heading_4"": null, ""line"": 101, ""order"": 71}"	0	False	"[""Rol-Lift""]"	"[""source_registry""]"	"[""web_page""]"	"[""web_page""]"	"[""Üldised pakkujad""]"	"[""uldised_pakkujad""]"	"[{""heading_2"": ""3) Abivahendid"", ""heading_3"": ""Üldised pakkujad"", ""line"": 101, ""order"": 71}]"	source-master-v1	dedupe_seed_and_ingest_planning	False	html_or_topic_pipeline	https://www.rol-lift.ee/et
