"surface_type","router","route_pattern","file","route_group","dynamic_params","premap_status"
"api-route","app-router","/api/org/:orgId/inbox/:itemId/assign","app/api/org/[orgId]/inbox/[itemId]/assign/route.js","org","orgId|itemId","inventory_only"
"api-route","app-router","/api/org/:orgId/invites","app/api/org/[orgId]/invites/route.js","org","orgId","inventory_only"
"api-route","app-router","/api/org/:orgId/invites/:inviteId","app/api/org/[orgId]/invites/[inviteId]/route.js","org","orgId|inviteId","inventory_only"
"api-route","app-router","/api/org/:orgId/members","app/api/org/[orgId]/members/route.js","org","orgId","inventory_only"
"api-route","app-router","/api/org/:orgId/members/:membershipId","app/api/org/[orgId]/members/[membershipId]/route.js","org","orgId|membershipId","inventory_only"
"api-route","app-router","/api/org/:orgId/members/:membershipId/capabilities","app/api/org/[orgId]/members/[membershipId]/capabilities/route.js","org","orgId|membershipId","inventory_only"
"api-route","app-router","/api/org/:orgId/members/:membershipId/capabilities/:grantId","app/api/org/[orgId]/members/[membershipId]/capabilities/[grantId]/route.js","org","orgId|membershipId|grantId","inventory_only"
"api-route","app-router","/api/org/:orgId/modules","app/api/org/[orgId]/modules/route.js","org","orgId","inventory_only"
"api-route","app-router","/api/org/:orgId/seat-assignments/:assignmentId","app/api/org/[orgId]/seat-assignments/[assignmentId]/route.js","org","orgId|assignmentId","inventory_only"
"api-route","app-router","/api/org/:orgId/seats","app/api/org/[orgId]/seats/route.js","org","orgId","inventory_only"
"api-route","app-router","/api/org/:orgId/seats/:seatPlanId","app/api/org/[orgId]/seats/[seatPlanId]/route.js","org","orgId|seatPlanId","inventory_only"
"api-route","app-router","/api/org/:orgId/seats/:seatPlanId/assignments","app/api/org/[orgId]/seats/[seatPlanId]/assignments/route.js","org","orgId|seatPlanId","inventory_only"
"api-route","app-router","/api/org/:orgId/sponsorships","app/api/org/[orgId]/sponsorships/route.js","org","orgId","inventory_only"
"api-route","app-router","/api/org/:orgId/sponsorships/:sponsorshipId","app/api/org/[orgId]/sponsorships/[sponsorshipId]/route.js","org","orgId|sponsorshipId","inventory_only"
"api-route","app-router","/api/org/:orgId/status","app/api/org/[orgId]/status/route.js","org","orgId","inventory_only"
"api-route","app-router","/api/org/:orgId/teenusprofiil","app/api/org/[orgId]/teenusprofiil/route.js","org","orgId","inventory_only"
"api-route","app-router","/api/org/:orgId/tugi","app/api/org/[orgId]/tugi/route.js","org","orgId","inventory_only"
"api-route","app-router","/api/org/:orgId/tugi/avaldused","app/api/org/[orgId]/tugi/avaldused/route.js","org","orgId","inventory_only"
"api-route","app-router","/api/org/:orgId/units","app/api/org/[orgId]/units/route.js","org","orgId","inventory_only"
"api-route","app-router","/api/org/:orgId/units/:unitId","app/api/org/[orgId]/units/[unitId]/route.js","org","orgId|unitId","inventory_only"
"api-route","app-router","/api/org/join","app/api/org/join/route.js","org","","inventory_only"
"api-route","app-router","/api/org/sponsorlus","app/api/org/sponsorlus/route.js","org","","inventory_only"
"api-route","app-router","/api/otsi","app/api/otsi/route.js","otsi","","inventory_only"
"api-route","app-router","/api/pre-inquiries","app/api/pre-inquiries/route.js","pre-inquiries","","inventory_only"
"api-route","app-router","/api/pre-inquiries/:id","app/api/pre-inquiries/[id]/route.js","pre-inquiries","id","inventory_only"
"api-route","app-router","/api/pre-inquiries/:id/accept","app/api/pre-inquiries/[id]/accept/route.js","pre-inquiries","id","inventory_only"
"api-route","app-router","/api/pre-inquiries/:id/corrections","app/api/pre-inquiries/[id]/corrections/route.js","pre-inquiries","id","inventory_only"
"api-route","app-router","/api/pre-inquiries/:id/covision","app/api/pre-inquiries/[id]/covision/route.js","pre-inquiries","id","inventory_only"
"api-route","app-router","/api/pre-inquiries/:id/downloaded","app/api/pre-inquiries/[id]/downloaded/route.js","pre-inquiries","id","inventory_only"
"api-route","app-router","/api/pre-inquiries/:id/recall","app/api/pre-inquiries/[id]/recall/route.js","pre-inquiries","id","inventory_only"
"api-route","app-router","/api/pre-inquiries/:id/room","app/api/pre-inquiries/[id]/room/route.js","pre-inquiries","id","inventory_only"
"api-route","app-router","/api/pre-inquiries/:id/send","app/api/pre-inquiries/[id]/send/route.js","pre-inquiries","id","inventory_only"
"api-route","app-router","/api/pre-inquiries/:id/workflow","app/api/pre-inquiries/[id]/workflow/route.js","pre-inquiries","id","inventory_only"
"api-route","app-router","/api/pre-inquiries/assist","app/api/pre-inquiries/assist/route.js","pre-inquiries","","inventory_only"
"api-route","app-router","/api/pre-inquiries/preferences","app/api/pre-inquiries/preferences/route.js","pre-inquiries","","inventory_only"
"api-route","app-router","/api/privacy/check","app/api/privacy/check/route.js","privacy","","inventory_only"
"api-route","app-router","/api/profile","app/api/profile/route.js","profile","","inventory_only"
"api-route","app-router","/api/profile/email-change","app/api/profile/email-change/route.js","profile","","inventory_only"
"api-route","app-router","/api/profile/email-change/confirm","app/api/profile/email-change/confirm/route.js","profile","","inventory_only"
"api-route","app-router","/api/profile/logout-all","app/api/profile/logout-all/route.js","profile","","inventory_only"
"api-route","app-router","/api/profile/view-role","app/api/profile/view-role/route.js","profile","","inventory_only"
"api-route","app-router","/api/rag/*path","app/api/rag/[...path]/route.js","rag","path","inventory_only"
"api-route","app-router","/api/rag/selftest","app/api/rag/selftest/route.js","rag","","inventory_only"
"api-route","app-router","/api/reflections","app/api/reflections/route.js","reflections","","inventory_only"
"api-route","app-router","/api/reflections/:id","app/api/reflections/[id]/route.js","reflections","id","inventory_only"
"api-route","app-router","/api/register","app/api/register/route.js","register","","inventory_only"
"api-route","app-router","/api/research/jobs","app/api/research/jobs/route.js","research","","inventory_only"
"api-route","app-router","/api/research/jobs/:id","app/api/research/jobs/[id]/route.js","research","id","inventory_only"
"api-route","app-router","/api/research/jobs/:id/stream","app/api/research/jobs/[id]/stream/route.js","research","id","inventory_only"
"api-route","app-router","/api/rooms","app/api/rooms/route.js","rooms","","inventory_only"
"api-route","app-router","/api/rooms/:roomId","app/api/rooms/[roomId]/route.js","rooms","roomId","inventory_only"
"api-route","app-router","/api/rooms/:roomId/calls","app/api/rooms/[roomId]/calls/route.js","rooms","roomId","inventory_only"
"api-route","app-router","/api/rooms/:roomId/calls/:callSessionId/mute","app/api/rooms/[roomId]/calls/[callSessionId]/mute/route.js","rooms","roomId|callSessionId","inventory_only"
"api-route","app-router","/api/rooms/:roomId/calls/:callSessionId/recording/:recordingRequestId/cancel","app/api/rooms/[roomId]/calls/[callSessionId]/recording/[recordingRequestId]/cancel/route.js","rooms","roomId|callSessionId|recordingRequestId","inventory_only"
"api-route","app-router","/api/rooms/:roomId/calls/:callSessionId/recording/:recordingRequestId/consent","app/api/rooms/[roomId]/calls/[callSessionId]/recording/[recordingRequestId]/consent/route.js","rooms","roomId|callSessionId|recordingRequestId","inventory_only"
"api-route","app-router","/api/rooms/:roomId/calls/:callSessionId/recording/:recordingRequestId/decline","app/api/rooms/[roomId]/calls/[callSessionId]/recording/[recordingRequestId]/decline/route.js","rooms","roomId|callSessionId|recordingRequestId","inventory_only"
"api-route","app-router","/api/rooms/:roomId/calls/:callSessionId/recording/:recordingRequestId/delete","app/api/rooms/[roomId]/calls/[callSessionId]/recording/[recordingRequestId]/delete/route.js","rooms","roomId|callSessionId|recordingRequestId","inventory_only"
"api-route","app-router","/api/rooms/:roomId/calls/:callSessionId/recording/:recordingRequestId/start","app/api/rooms/[roomId]/calls/[callSessionId]/recording/[recordingRequestId]/start/route.js","rooms","roomId|callSessionId|recordingRequestId","inventory_only"
"api-route","app-router","/api/rooms/:roomId/calls/:callSessionId/recording/:recordingRequestId/stop","app/api/rooms/[roomId]/calls/[callSessionId]/recording/[recordingRequestId]/stop/route.js","rooms","roomId|callSessionId|recordingRequestId","inventory_only"
"api-route","app-router","/api/rooms/:roomId/calls/:callSessionId/recording/:recordingRequestId/withdraw","app/api/rooms/[roomId]/calls/[callSessionId]/recording/[recordingRequestId]/withdraw/route.js","rooms","roomId|callSessionId|recordingRequestId","inventory_only"
"api-route","app-router","/api/rooms/:roomId/calls/:callSessionId/recording/request","app/api/rooms/[roomId]/calls/[callSessionId]/recording/request/route.js","rooms","roomId|callSessionId","inventory_only"
"api-route","app-router","/api/rooms/:roomId/calls/:callSessionId/speak-requests","app/api/rooms/[roomId]/calls/[callSessionId]/speak-requests/route.js","rooms","roomId|callSessionId","inventory_only"
"api-route","app-router","/api/rooms/:roomId/calls/:callSessionId/speak-requests/:requestId/resolve","app/api/rooms/[roomId]/calls/[callSessionId]/speak-requests/[requestId]/resolve/route.js","rooms","roomId|callSessionId|requestId","inventory_only"
"api-route","app-router","/api/rooms/:roomId/calls/:callSessionId/speak-requests/me","app/api/rooms/[roomId]/calls/[callSessionId]/speak-requests/me/route.js","rooms","roomId|callSessionId","inventory_only"
"api-route","app-router","/api/rooms/:roomId/calls/end","app/api/rooms/[roomId]/calls/end/route.js","rooms","roomId","inventory_only"
"api-route","app-router","/api/rooms/:roomId/calls/join","app/api/rooms/[roomId]/calls/join/route.js","rooms","roomId","inventory_only"
"api-route","app-router","/api/rooms/:roomId/calls/leave","app/api/rooms/[roomId]/calls/leave/route.js","rooms","roomId","inventory_only"
"api-route","app-router","/api/rooms/:roomId/calls/start","app/api/rooms/[roomId]/calls/start/route.js","rooms","roomId","inventory_only"
"api-route","app-router","/api/rooms/:roomId/leave","app/api/rooms/[roomId]/leave/route.js","rooms","roomId","inventory_only"
"api-route","app-router","/api/rooms/:roomId/members","app/api/rooms/[roomId]/members/route.js","rooms","roomId","inventory_only"
"api-route","app-router","/api/rooms/:roomId/messages","app/api/rooms/[roomId]/messages/route.js","rooms","roomId","inventory_only"
"api-route","app-router","/api/rooms/:roomId/messages/:msgId","app/api/rooms/[roomId]/messages/[msgId]/route.js","rooms","roomId|msgId","inventory_only"
"api-route","app-router","/api/rooms/:roomId/messages/stream","app/api/rooms/[roomId]/messages/stream/route.js","rooms","roomId","inventory_only"
"api-route","app-router","/api/rooms/:roomId/read","app/api/rooms/[roomId]/read/route.js","rooms","roomId","inventory_only"
"api-route","app-router","/api/rooms/:roomId/summaries/:summaryId/approval","app/api/rooms/[roomId]/summaries/[summaryId]/approval/route.js","rooms","roomId|summaryId","inventory_only"
"api-route","app-router","/api/rooms/:roomId/transfer","app/api/rooms/[roomId]/transfer/route.js","rooms","roomId","inventory_only"
"api-route","app-router","/api/service-entries","app/api/service-entries/route.js","service-entries","","inventory_only"
"api-route","app-router","/api/service-entries/:id","app/api/service-entries/[id]/route.js","service-entries","id","inventory_only"
"api-route","app-router","/api/service-entries/:id/lifecycle","app/api/service-entries/[id]/lifecycle/route.js","service-entries","id","inventory_only"
"api-route","app-router","/api/service-log/client","app/api/service-log/client/route.js","service-log","","inventory_only"
"api-route","app-router","/api/service-log/measure","app/api/service-log/measure/route.js","service-log","","inventory_only"
"api-route","app-router","/api/service-log/month","app/api/service-log/month/route.js","service-log","","inventory_only"
"api-route","app-router","/api/service-log/report-share","app/api/service-log/report-share/route.js","service-log","","inventory_only"
"api-route","app-router","/api/service-log/report-share/:shareId","app/api/service-log/report-share/[shareId]/route.js","service-log","shareId","inventory_only"
"api-route","app-router","/api/service-map/address-suggestions","app/api/service-map/address-suggestions/route.js","service-map","","inventory_only"
"api-route","app-router","/api/service-map/entries","app/api/service-map/entries/route.js","service-map","","inventory_only"
"api-route","app-router","/api/service-narratives","app/api/service-narratives/route.js","service-narratives","","inventory_only"
"api-route","app-router","/api/service-narratives/draft","app/api/service-narratives/draft/route.js","service-narratives","","inventory_only"
"api-route","app-router","/api/service-provider/profile","app/api/service-provider/profile/route.js","service-provider","","inventory_only"
"api-route","app-router","/api/service-provider/profile/licence-check","app/api/service-provider/profile/licence-check/route.js","service-provider","","inventory_only"
"api-route","app-router","/api/service-provider/profile/services/:serviceId/availability-confirmation","app/api/service-provider/profile/services/[serviceId]/availability-confirmation/route.js","service-provider","serviceId","inventory_only"
"api-route","app-router","/api/service-referrals","app/api/service-referrals/route.js","service-referrals","","inventory_only"
"api-route","app-router","/api/service-referrals/:id","app/api/service-referrals/[id]/route.js","service-referrals","id","inventory_only"
"api-route","app-router","/api/service-reports/export","app/api/service-reports/export/route.js","service-reports","","inventory_only"
"api-route","app-router","/api/service-visits","app/api/service-visits/route.js","service-visits","","inventory_only"
"api-route","app-router","/api/service-visits/:id","app/api/service-visits/[id]/route.js","service-visits","id","inventory_only"
"api-route","app-router","/api/service-visits/aadress","app/api/service-visits/aadress/route.js","service-visits","","inventory_only"
"api-route","app-router","/api/service-visits/route-day","app/api/service-visits/route-day/route.js","service-visits","","inventory_only"
"api-route","app-router","/api/source-feedback","app/api/source-feedback/route.js","source-feedback","","inventory_only"
"api-route","app-router","/api/source-feedback/:id","app/api/source-feedback/[id]/route.js","source-feedback","id","inventory_only"
"api-route","app-router","/api/stt","app/api/stt/route.js","stt","","inventory_only"
"api-route","app-router","/api/subscription","app/api/subscription/route.js","subscription","","inventory_only"
"api-route","app-router","/api/subscription/callback","app/api/subscription/callback/route.js","subscription","","inventory_only"
"api-route","app-router","/api/subscription/init","app/api/subscription/init/route.js","subscription","","inventory_only"
"api-route","app-router","/api/subscription/webhook","app/api/subscription/webhook/route.js","subscription","","inventory_only"
"api-route","app-router","/api/supervision/meetings/:id","app/api/supervision/meetings/[id]/route.js","supervision","id","inventory_only"
"api-route","app-router","/api/supervision/outcomes","app/api/supervision/outcomes/route.js","supervision","","inventory_only"
"api-route","app-router","/api/supervision/outcomes/:id","app/api/supervision/outcomes/[id]/route.js","supervision","id","inventory_only"
"api-route","app-router","/api/supervision/participations/:id/respond","app/api/supervision/participations/[id]/respond/route.js","supervision","id","inventory_only"
"api-route","app-router","/api/supervision/participations/:id/withdraw-invite","app/api/supervision/participations/[id]/withdraw-invite/route.js","supervision","id","inventory_only"
"api-route","app-router","/api/supervision/private-items/:itemId","app/api/supervision/private-items/[itemId]/route.js","supervision","itemId","inventory_only"
"api-route","app-router","/api/supervision/processes","app/api/supervision/processes/route.js","supervision","","inventory_only"
"api-route","app-router","/api/supervision/processes/:id","app/api/supervision/processes/[id]/route.js","supervision","id","inventory_only"
"api-route","app-router","/api/supervision/processes/:id/close","app/api/supervision/processes/[id]/close/route.js","supervision","id","inventory_only"
"api-route","app-router","/api/supervision/processes/:id/close-preview","app/api/supervision/processes/[id]/close-preview/route.js","supervision","id","inventory_only"
"api-route","app-router","/api/supervision/processes/:id/contract-acceptance","app/api/supervision/processes/[id]/contract-acceptance/route.js","supervision","id","inventory_only"
"api-route","app-router","/api/supervision/processes/:id/contract-versions","app/api/supervision/processes/[id]/contract-versions/route.js","supervision","id","inventory_only"
"api-route","app-router","/api/supervision/processes/:id/contract-versions/:vid/activate","app/api/supervision/processes/[id]/contract-versions/[vid]/activate/route.js","supervision","id|vid","inventory_only"
"api-route","app-router","/api/supervision/processes/:id/invites","app/api/supervision/processes/[id]/invites/route.js","supervision","id","inventory_only"
"api-route","app-router","/api/supervision/processes/:id/meetings","app/api/supervision/processes/[id]/meetings/route.js","supervision","id","inventory_only"
"api-route","app-router","/api/supervision/processes/:id/private-items","app/api/supervision/processes/[id]/private-items/route.js","supervision","id","inventory_only"
"api-route","app-router","/api/supervision/processes/:id/summaries","app/api/supervision/processes/[id]/summaries/route.js","supervision","id","inventory_only"
"api-route","app-router","/api/supervision/processes/:id/topics","app/api/supervision/processes/[id]/topics/route.js","supervision","id","inventory_only"
"api-route","app-router","/api/supervision/summaries/:id","app/api/supervision/summaries/[id]/route.js","supervision","id","inventory_only"
"api-route","app-router","/api/supervision/summaries/:id/approve","app/api/supervision/summaries/[id]/approve/route.js","supervision","id","inventory_only"
"api-route","app-router","/api/supervision/summaries/:id/submit","app/api/supervision/summaries/[id]/submit/route.js","supervision","id","inventory_only"
"api-route","app-router","/api/supervision/topics/:id/withdraw","app/api/supervision/topics/[id]/withdraw/route.js","supervision","id","inventory_only"
"api-route","app-router","/api/topic-seeds","app/api/topic-seeds/route.js","topic-seeds","","inventory_only"
"api-route","app-router","/api/topic-seeds/:id","app/api/topic-seeds/[id]/route.js","topic-seeds","id","inventory_only"
"api-route","app-router","/api/topic-seeds/:id/covision","app/api/topic-seeds/[id]/covision/route.js","topic-seeds","id","inventory_only"
"api-route","app-router","/api/topic-seeds/:id/queue","app/api/topic-seeds/[id]/queue/route.js","topic-seeds","id","inventory_only"
"api-route","app-router","/api/tts","app/api/tts/route.js","tts","","inventory_only"
"api-route","app-router","/api/urgent-requests","app/api/urgent-requests/route.js","urgent-requests","","inventory_only"
"api-route","app-router","/api/urgent-requests/:requestId","app/api/urgent-requests/[requestId]/route.js","urgent-requests","requestId","inventory_only"
"api-route","app-router","/api/urgent-requests/:requestId/convert","app/api/urgent-requests/[requestId]/convert/route.js","urgent-requests","requestId","inventory_only"
"api-route","app-router","/api/urgent-requests/:requestId/decline","app/api/urgent-requests/[requestId]/decline/route.js","urgent-requests","requestId","inventory_only"
"api-route","app-router","/api/urgent-requests/:requestId/handover","app/api/urgent-requests/[requestId]/handover/route.js","urgent-requests","requestId","inventory_only"
"api-route","app-router","/api/urgent-requests/:requestId/handover-accept","app/api/urgent-requests/[requestId]/handover-accept/route.js","urgent-requests","requestId","inventory_only"
"api-route","app-router","/api/urgent-requests/:requestId/read","app/api/urgent-requests/[requestId]/read/route.js","urgent-requests","requestId","inventory_only"
"api-route","app-router","/api/urgent-requests/:requestId/recall","app/api/urgent-requests/[requestId]/recall/route.js","urgent-requests","requestId","inventory_only"
"api-route","app-router","/api/urgent-requests/:requestId/resolve","app/api/urgent-requests/[requestId]/resolve/route.js","urgent-requests","requestId","inventory_only"
"api-route","app-router","/api/urgent-requests/:requestId/take","app/api/urgent-requests/[requestId]/take/route.js","urgent-requests","requestId","inventory_only"
"api-route","app-router","/api/urgent-requests/:requestId/trail","app/api/urgent-requests/[requestId]/trail/route.js","urgent-requests","requestId","inventory_only"
"api-route","app-router","/api/urgent-requests/availability","app/api/urgent-requests/availability/route.js","urgent-requests","","inventory_only"
"api-route","app-router","/api/urgent-requests/desk-queue","app/api/urgent-requests/desk-queue/route.js","urgent-requests","","inventory_only"
"api-route","app-router","/api/urgent-requests/regions","app/api/urgent-requests/regions/route.js","urgent-requests","","inventory_only"
"api-route","app-router","/api/verify-email","app/api/verify-email/route.js","verify-email","","inventory_only"
"api-route","app-router","/api/wellbeing/hard-case","app/api/wellbeing/hard-case/route.js","wellbeing","","inventory_only"
"api-route","app-router","/api/wellbeing/interruptions","app/api/wellbeing/interruptions/route.js","wellbeing","","inventory_only"
"api-route","app-router","/api/wellbeing/output-drafts","app/api/wellbeing/output-drafts/route.js","wellbeing","","inventory_only"
"api-route","app-router","/api/wellbeing/output-drafts/:id","app/api/wellbeing/output-drafts/[id]/route.js","wellbeing","id","inventory_only"
"api-route","app-router","/api/wellbeing/output-drafts/:id/covision","app/api/wellbeing/output-drafts/[id]/covision/route.js","wellbeing","id","inventory_only"
"api-route","app-router","/api/wellbeing/output-drafts/:id/supervision","app/api/wellbeing/output-drafts/[id]/supervision/route.js","wellbeing","id","inventory_only"
"api-route","app-router","/api/wellbeing/overview","app/api/wellbeing/overview/route.js","wellbeing","","inventory_only"
"api-route","app-router","/api/wellbeing/pilot/aggregate","app/api/wellbeing/pilot/aggregate/route.js","wellbeing","","inventory_only"
"api-route","app-router","/api/wellbeing/quick-check","app/api/wellbeing/quick-check/route.js","wellbeing","","inventory_only"
"api-route","app-router","/api/wellbeing/records","app/api/wellbeing/records/route.js","wellbeing","","inventory_only"
"api-route","app-router","/api/wellbeing/records/:id","app/api/wellbeing/records/[id]/route.js","wellbeing","id","inventory_only"
"api-route","app-router","/api/wellbeing/records/:id/checkpoint","app/api/wellbeing/records/[id]/checkpoint/route.js","wellbeing","id","inventory_only"
"api-route","app-router","/api/wellbeing/records/:id/checkpoint/follow-up","app/api/wellbeing/records/[id]/checkpoint/follow-up/route.js","wellbeing","id","inventory_only"
"api-route","app-router","/api/wellbeing/records/:id/correction","app/api/wellbeing/records/[id]/correction/route.js","wellbeing","id","inventory_only"
"api-route","app-router","/api/wellbeing/records/:id/recommendation","app/api/wellbeing/records/[id]/recommendation/route.js","wellbeing","id","inventory_only"
"api-route","app-router","/api/wellbeing/recovery","app/api/wellbeing/recovery/route.js","wellbeing","","inventory_only"
"api-route","app-router","/api/wellbeing/role-boundaries","app/api/wellbeing/role-boundaries/route.js","wellbeing","","inventory_only"
"api-route","app-router","/api/wellbeing/starter-support","app/api/wellbeing/starter-support/route.js","wellbeing","","inventory_only"
"api-route","app-router","/api/wellbeing/work-boundaries","app/api/wellbeing/work-boundaries/route.js","wellbeing","","inventory_only"
"api-route","app-router","/api/wellbeing/work-processes","app/api/wellbeing/work-processes/route.js","wellbeing","","inventory_only"
"api-route","app-router","/api/wellbeing/workplace-violence","app/api/wellbeing/workplace-violence/route.js","wellbeing","","inventory_only"
"api-route","app-router","/api/workspace/continuity","app/api/workspace/continuity/route.js","workspace","","inventory_only"
"page","app-router","/autorilt","app/autorilt/page.jsx","autorilt","","inventory_only"
"page","app-router","/documents","app/documents/page.js","documents","","inventory_only"
"page","app-router","/documents/artifacts/:id","app/documents/artifacts/[id]/page.js","documents","id","inventory_only"
"page","app-router","/dokreziim","app/dokreziim/page.js","dokreziim","","inventory_only"
"page","app-router","/eelpoordumised","app/eelpoordumised/page.jsx","eelpoordumised","","inventory_only"
"page","app-router","/hinnastus","app/hinnastus/page.jsx","hinnastus","","inventory_only"
"page","app-router","/join","app/join/page.jsx","join","","inventory_only"
"page","app-router","/juhtumid","app/juhtumid/page.jsx","juhtumid","","inventory_only"
"page","app-router","/kasutusjuhend","app/kasutusjuhend/page.jsx","kasutusjuhend","","inventory_only"
"page","app-router","/kasutustingimused","app/kasutustingimused/page.js","kasutustingimused","","inventory_only"
"page","app-router","/kiireloomuline-abi","app/kiireloomuline-abi/page.jsx","kiireloomuline-abi","","inventory_only"
"page","app-router","/kovisioon","app/kovisioon/page.jsx","kovisioon","","inventory_only"
"page","app-router","/logo-eksport","app/logo-eksport/page.jsx","logo-eksport","","inventory_only"
"page","app-router","/lopetatud-juhtumid","app/lopetatud-juhtumid/page.jsx","lopetatud-juhtumid","","inventory_only"
"page","app-router","/materjalid","app/materjalid/page.js","materjalid","","inventory_only"
"page","app-router","/meist","app/meist/page.jsx","meist","","inventory_only"
"page","app-router","/mentorlus","app/mentorlus/page.jsx","mentorlus","","inventory_only"
"page","app-router","/mentorlus/mentor/:profileId","app/mentorlus/mentor/[profileId]/page.jsx","mentorlus","profileId","inventory_only"
"page","app-router","/mentorlus/profiil","app/mentorlus/profiil/page.jsx","mentorlus","","inventory_only"
"page","app-router","/mentorlus/suhe/:relationId","app/mentorlus/suhe/[relationId]/page.jsx","mentorlus","relationId","inventory_only"
"page","app-router","/minu-jagamised","app/minu-jagamised/page.jsx","minu-jagamised","","inventory_only"
"page","app-router","/org","app/org/page.jsx","org","","inventory_only"
"page","app-router","/org/:orgId","app/org/[orgId]/page.jsx","org","orgId","inventory_only"
"page","app-router","/org/:orgId/aruanded","app/org/[orgId]/aruanded/page.jsx","org","orgId","inventory_only"
"page","app-router","/org/:orgId/arveldus","app/org/[orgId]/arveldus/page.jsx","org","orgId","inventory_only"
"page","app-router","/org/:orgId/audit","app/org/[orgId]/audit/page.jsx","org","orgId","inventory_only"
"page","app-router","/org/:orgId/eksport","app/org/[orgId]/eksport/page.jsx","org","orgId","inventory_only"
"page","app-router","/org/:orgId/graafik","app/org/[orgId]/graafik/page.jsx","org","orgId","inventory_only"
"page","app-router","/org/:orgId/kutsed","app/org/[orgId]/kutsed/page.jsx","org","orgId","inventory_only"
"page","app-router","/org/:orgId/liikmed","app/org/[orgId]/liikmed/page.jsx","org","orgId","inventory_only"
"page","app-router","/org/:orgId/seaded","app/org/[orgId]/seaded/page.jsx","org","orgId","inventory_only"
"page","app-router","/org/:orgId/struktuur","app/org/[orgId]/struktuur/page.jsx","org","orgId","inventory_only"
"page","app-router","/org/:orgId/teenusprofiil","app/org/[orgId]/teenusprofiil/page.jsx","org","orgId","inventory_only"
"page","app-router","/org/:orgId/tugi","app/org/[orgId]/tugi/page.jsx","org","orgId","inventory_only"
"page","app-router","/org/:orgId/vastuvott","app/org/[orgId]/vastuvott/page.jsx","org","orgId","inventory_only"
"page","app-router","/org/:orgId/vastuvott/:itemId","app/org/[orgId]/vastuvott/[itemId]/page.jsx","org","orgId|itemId","inventory_only"
"page","app-router","/org/liitu","app/org/liitu/page.jsx","org","","inventory_only"
"page","app-router","/org/toetus","app/org/toetus/page.jsx","org","","inventory_only"
"page","app-router","/org/vastuvott/:itemId","app/org/vastuvott/[itemId]/page.jsx","org","itemId","inventory_only"
"page","app-router","/otsi","app/otsi/page.jsx","otsi","","inventory_only"
"pages-boundary","pages-router","NEXT_SPECIAL:_error","pages/_error.js","pages-special","","inventory_only"
"pages-api-route","pages-router","/api/auth/*nextauth","pages/api/auth/[...nextauth].js","api","nextauth","inventory_only"
"page","app-router","/parimad-praktikad","app/parimad-praktikad/page.jsx","parimad-praktikad","","inventory_only"
"page","app-router","/privaatsustingimused","app/privaatsustingimused/page.js","privaatsustingimused","","inventory_only"
"page","app-router","/profiil","app/profiil/page.js","profiil","","inventory_only"
"page","app-router","/refleksioon","app/refleksioon/page.jsx","refleksioon","","inventory_only"
"page","app-router","/registreerimine","app/registreerimine/page.js","registreerimine","","inventory_only"
"page","app-router","/room/:roomId","app/room/[roomId]/page.jsx","room","roomId","inventory_only"
"page","app-router","/rooms","app/rooms/page.js","rooms","","inventory_only"
"page","app-router","/ruum","app/ruum/page.js","ruum","","inventory_only"
"page","app-router","/supervisioon","app/supervisioon/page.jsx","supervisioon","","inventory_only"
"page","app-router","/supervisioon/:id","app/supervisioon/[id]/page.jsx","supervisioon","id","inventory_only"
"page","app-router","/supervisioon/:id/jaga","app/supervisioon/[id]/jaga/page.jsx","supervisioon","id","inventory_only"
"page","app-router","/supervisioon/:id/sulge","app/supervisioon/[id]/sulge/page.jsx","supervisioon","id","inventory_only"
"page","app-router","/supervisioon/uus","app/supervisioon/uus/page.jsx","supervisioon","","inventory_only"
"page","app-router","/supervisioon/valjundid","app/supervisioon/valjundid/page.jsx","supervisioon","","inventory_only"
"page","app-router","/supervisioon/valjundid/:outcomeId","app/supervisioon/valjundid/[outcomeId]/page.jsx","supervisioon","outcomeId","inventory_only"
"page","app-router","/taasta-parool","app/taasta-parool/page.jsx","taasta-parool","","inventory_only"
"page","app-router","/taasta-parool/:token","app/taasta-parool/[token]/page.jsx","taasta-parool","token","inventory_only"
"page","app-router","/teekond","app/teekond/page.jsx","teekond","","inventory_only"
"page","app-router","/teekond/:id","app/teekond/[id]/page.jsx","teekond","id","inventory_only"
"page","app-router","/teemaseemned","app/teemaseemned/page.jsx","teemaseemned","","inventory_only"
"page","app-router","/teenusekaart","app/teenusekaart/page.jsx","teenusekaart","","inventory_only"
"page","app-router","/teenuseprofiil","app/teenuseprofiil/page.jsx","teenuseprofiil","","inventory_only"
"page","app-router","/teenuspaevik","app/teenuspaevik/page.jsx","teenuspaevik","","inventory_only"
"page","app-router","/tellimus","app/tellimus/page.js","tellimus","","inventory_only"
"page","app-router","/toimetulekutoetus","app/toimetulekutoetus/page.jsx","toimetulekutoetus","","inventory_only"
"page","app-router","/tooalase-kasutuse-raamistik","app/tooalase-kasutuse-raamistik/page.jsx","tooalase-kasutuse-raamistik","","inventory_only"
"boundary","app-router","/tooheaolu","app/tooheaolu/loading.jsx","tooheaolu","","inventory_only"
"page","app-router","/tooheaolu","app/tooheaolu/page.jsx","tooheaolu","","inventory_only"
"page","app-router","/tooheaolu/:tool","app/tooheaolu/[tool]/page.jsx","tooheaolu","tool","inventory_only"
"page","app-router","/tooheaolu/piloot","app/tooheaolu/piloot/page.jsx","tooheaolu","","inventory_only"
