token,layer,definitions,distinctValues,usages,files,values
--seg-card-shadow,component-or-semantic,9,5,31,app/styles/features/chat/hc.css | app/styles/features/documents/ui.css | app/styles/theme/hc.css | app/styles/theme/light.css | app/styles/theme/mid.css | app/styles/theme/mono.css | app/styles/tokens.css,"var(--btn-primary-shadow) | none | 0 5px 12px rgba(15, 23, 42, 0.08) | var(--mid-unified-surface-shadow) | var(--input-shadow)"
--home-link-color,feature-alias,8,5,5,app/styles/features/home/desktop.css | app/styles/features/home/themes.css | app/styles/theme/hc.css | app/styles/theme/mono.css,"var(--home-quick-mid-surface-color, rgba(238, 228, 222, 0.98)) | var(--link-color, #7a3a38) | var(--brand-primary) | var(--mono-title) | var(--hc-accent)"
--home-scroll-cue-color,feature-alias,8,5,1,app/styles/features/home/themes.css | app/styles/theme/hc.css | app/styles/theme/mono.css | app/styles/theme/night.css,"#7a3a38 | rgba(226, 196, 188, 0.9) | #c57171 | var(--mono-title) | var(--hc-accent)"
--input-surface-overlay,component-or-semantic,8,5,1,app/styles/theme/dark.css | app/styles/theme/hc.css | app/styles/theme/light.css | app/styles/theme/mid.css | app/styles/theme/mono.css | app/styles/theme/night.css | app/styles/tokens.css,"inset 0 0 0 999px rgba(var(--dark-white-rgb), 0) | inset 0 0 0 999px rgba(255, 255, 255, 0) | inset 0 0 0 999px rgba(var(--mid-white-rgb), 0) | inset 0 0 0 999px rgba(230, 230, 230, 0) | inset 0 0 0 999px rgba(222, 236, 255, 0)"
--chat-ui-solid-surface,feature-alias,7,5,2,app/styles/theme/dark.css | app/styles/theme/hc.css | app/styles/theme/light.css | app/styles/theme/mid.css | app/styles/theme/mono.css | app/styles/theme/night.css,"rgb(26, 29, 34) | rgb(18, 26, 40) | rgb(249, 249, 248) | rgb(231, 223, 219) | rgb(19, 19, 19)"
--chat-upload-picker-bg,feature-alias,7,5,2,app/styles/theme/dark.css | app/styles/theme/hc.css | app/styles/theme/light.css | app/styles/theme/mid.css | app/styles/theme/mono.css | app/styles/theme/night.css,"rgb(26, 29, 34) | rgb(18, 26, 40) | rgb(249, 249, 248) | var(--mid-utility-panel-bg) | var(--chat-card-surface-strong-bg)"
--drawer-card-shadow,unknown,7,5,1,app/styles/features/chat/hc.css | app/styles/features/chat/mono.css | app/styles/features/chat/themes.css | app/styles/theme/hc.css | app/styles/theme/light.css | app/styles/theme/mid.css | app/styles/theme/night.css,"none | var(--subpage-card-shadow) | 0 0 12px rgba(255, 234, 0, 0.1), 0 10px 22px rgba(0, 0, 0, 0.2), 0 0 24px -16px rgba(255, 234, 0, 0.16) | 0 0 0.55rem rgba(82, 50, 46, 0.03), 0 0.48rem 0.95rem rgba(82, 50, 46, 0.072) | 0 0 0.55rem rgba(82, 50, 46, 0.032), 0 0.48rem 0.95rem rgba(20, 12, 10, 0.088)"
--drawer-delete-border,unknown,7,5,5,app/styles/features/chat/hc.css | app/styles/features/chat/themes.css | app/styles/theme/hc.css | app/styles/theme/light.css | app/styles/theme/mid.css | app/styles/theme/mono.css | app/styles/theme/night.css,"rgba(var(--hc-accent-rgb), 0.62) | var(--opaque-panel-border) | var(--opaque-panel-border, var(--subpage-card-border)) | rgba(255, 255, 255, 0.42) | rgba(167, 145, 137, 0.34)"
--drawer-delete-text,unknown,7,5,4,app/styles/features/chat/hc.css | app/styles/features/chat/themes.css | app/styles/theme/hc.css | app/styles/theme/light.css | app/styles/theme/mid.css | app/styles/theme/mono.css | app/styles/theme/night.css,"var(--hc-accent) | var(--opaque-panel-text) | var(--opaque-panel-text, var(--hc-accent)) | #334155 | var(--mono-icon)"
--form-surface,unknown,7,5,19,app/styles/features/documents/workspace.css | app/styles/theme/dark.css | app/styles/theme/hc.css | app/styles/theme/mono.css | app/styles/theme/night.css | app/styles/tokens.css,"rgba(37, 39, 44, 0.985) | var(--workspace-elevated-card-bg) | var(--hc-control-bg) | var(--mono-input-surface) | radial-gradient( 65% 60% at 50% -12%, rgba(255, 255, 255, 0.32) 0%, rgba(255, 255, 255, 0.18) 22%, rgba(255, 255, 255, 0.08) 36%, rgba(255, 255, 255, 0.02) 48%, rgba(255, 255, 255, 0.01) 56%, rgba(255, 255, 255, 0.003) 66%, rgba(255, 255, 255, 0) 74% ), rgba(28, 30, 36, 0.74)"
--form-surface-hover,unknown,7,5,18,app/styles/features/documents/workspace.css | app/styles/theme/dark.css | app/styles/theme/hc.css | app/styles/theme/mono.css | app/styles/theme/night.css | app/styles/tokens.css,"var(--form-surface) | var(--workspace-elevated-card-bg) | var(--hc-control-bg-hover) | var(--mono-input-surface-hover) | radial-gradient( 65% 60% at 50% -12%, rgba(255, 255, 255, 0.38) 0%, rgba(255, 255, 255, 0.22) 22%, rgba(255, 255, 255, 0.1) 36%, rgba(255, 255, 255, 0.03) 48%, rgba(255, 255, 255, 0.015) 56%, rgba(255, 255, 255, 0.004) 66%, rgba(255, 255, 255, 0) 74% ), rgba(34, 36, 42, 0.78)"
--seg-radio-bg,component-or-semantic,7,5,0,app/styles/features/chat/hc.css | app/styles/theme/hc.css | app/styles/theme/light.css | app/styles/theme/mid.css | app/styles/theme/mono.css | app/styles/tokens.css,"rgba(14, 20, 32, 0.46) | var(--form-surface) | rgba(255, 255, 255, 0.46) | rgba(253, 250, 249, 0.62) | rgba(38, 38, 38, 0.5)"
--app-chrome-bg,unknown,6,5,3,app/styles/base/core.css,#10151d | #f4f2ee | #6f5853 | #0e1420 | #101010
--back-dot-color,unknown,6,5,0,app/styles/features/service-map/desktop/toolbar.css | app/styles/theme/mono.css,#7a3a38 | #9f4643 | #d57b77 | #e08a86 | var(--mono-title)
--chat-window-fade-top-focus,feature-alias,6,5,1,app/styles/features/chat/mobile.css | app/styles/features/chat/shell.css,"clamp(0.42rem, 1.1vh, 0.72rem) | clamp(0.92rem, 2.08vh, 1.46rem) | clamp(0.78rem, 1.75vh, 1.18rem) | clamp(0.82rem, 1.84vh, 1.3rem) | clamp(0.86rem, 1.94vh, 1.36rem)"
--covision-card-border-strong,feature-alias,6,5,4,components/covision/CovisionPage.module.css,"rgba(248, 253, 255, 0.18) | rgba(122, 58, 56, 0.22) | rgba(126, 95, 88, 0.26) | rgba(226, 232, 238, 0.2) | var(--hc-accent, #ffea00)"
--covision-chip-active-bg,feature-alias,6,5,0,components/covision/CovisionPage.module.css,"rgba(197, 113, 113, 0.2) | rgba(122, 58, 56, 0.1) | rgba(122, 58, 56, 0.11) | rgba(197, 113, 113, 0.18) | rgba(255, 234, 0, 0.16)"
--covision-chip-active-border,feature-alias,6,5,0,components/covision/CovisionPage.module.css,"rgba(197, 113, 113, 0.52) | rgba(122, 58, 56, 0.34) | rgba(197, 113, 113, 0.46) | rgba(197, 113, 113, 0.42) | var(--hc-accent, #ffea00)"
--covision-panel-bg,feature-alias,6,5,2,app/styles/features/invite/mobile.css | components/chat/WorkspacePanel.module.css | components/covision/CovisionPage.module.css,"transparent | var(--subpage-card-bg) | rgba(255, 255, 255, 0.82) | rgba(255, 250, 248, 0.74) | var(--workspace-elevated-card-bg, var(--hc-panel-bg, var(--covision-surface-bg)))"
--documents-page-text,feature-alias,6,5,17,app/styles/features/documents/mono.css | app/styles/features/documents/ui.css | app/styles/features/documents/workspace.css,var(--mono-text) | var(--hc-accent) | var(--glass-modal-text) | var(--text-strong) | var(--pt-150)
--drawer-delete-text-hover,unknown,6,5,4,app/styles/features/chat/hc.css | app/styles/features/chat/themes.css | app/styles/theme/light.css | app/styles/theme/mid.css | app/styles/theme/mono.css | app/styles/theme/night.css,"#fff7b0 | rgba(255, 230, 230, 0.98) | #9a534d | var(--mono-icon) | rgba(255, 232, 232, 0.98)"
--home-title-color,feature-alias,6,5,0,app/styles/features/home/themes.css | app/styles/theme/hc.css | app/styles/theme/mono.css,#7a3a38 | var(--home-scroll-cue-color) | #c57171 | var(--mono-title) | var(--hc-accent)
--mobile-header-title-top,unknown,6,5,3,app/styles/features/documents/admin-mobile-header.css | app/styles/features/policy/mobile-header.css | app/styles/mobile/subpage-header/tokens.css | app/styles/shared/mobile-workspace-header-offsets.css,0.98rem | 0.7rem | 1.94rem | 1.76rem | 1.72rem
--page-info-bg,unknown,6,5,1,components/ui/PageInfoButton.module.css,"#151c27 | #eee5e1 | #e6dad6 | #111b28 | var(--hc-bg, #090a0f)"
--page-info-border,unknown,6,5,2,components/ui/PageInfoButton.module.css,"rgba(248, 253, 255, 0.16) | rgba(122, 58, 56, 0.18) | rgba(126, 95, 88, 0.2) | rgba(216, 226, 235, 0.18) | var(--hc-accent, #ffea00)"
--page-info-close-bg,unknown,6,5,1,components/ui/PageInfoButton.module.css,"rgba(255, 255, 255, 0.055) | rgba(255, 255, 255, 0.36) | rgba(255, 250, 248, 0.42) | rgba(220, 236, 255, 0.06) | var(--hc-bg, #090a0f)"
--page-info-close-bg-hover,unknown,6,5,1,components/ui/PageInfoButton.module.css,"rgba(255, 255, 255, 0.095) | rgba(255, 255, 255, 0.58) | rgba(255, 250, 248, 0.62) | rgba(220, 236, 255, 0.11) | rgba(255, 234, 0, 0.12)"
--page-info-shadow,unknown,6,5,0,components/ui/PageInfoButton.module.css,"0 20px 46px rgba(0, 0, 0, 0.34) | 0 20px 44px rgba(82, 50, 46, 0.18) | 0 20px 44px rgba(38, 24, 22, 0.2) | 0 20px 46px rgba(0, 0, 0, 0.38) | none"
--page-info-strong,unknown,6,5,3,components/ui/PageInfoButton.module.css,"#f6f9ff | #1d2939 | #202a3a | #f3f8ff | var(--hc-accent, #ffea00)"
--page-info-text,unknown,6,5,2,components/ui/PageInfoButton.module.css,"rgba(242, 247, 255, 0.96) | #253246 | #263244 | rgba(234, 238, 245, 0.96) | var(--hc-text, #eef4ff)"
--seg-card-border-hover,component-or-semantic,6,5,10,app/styles/features/chat/analysis-touch-controls.css | app/styles/features/chat/hc.css | app/styles/features/documents/ui.css | app/styles/theme/mid.css | app/styles/theme/mono.css,"var(--seg-card-border) | rgba(var(--hc-accent-rgb), 0.9) | rgba(255, 234, 0, 0.9) | transparent | rgba(126, 95, 88, 0.16)"
--seg-radio-dot-shadow,component-or-semantic,6,5,0,app/styles/features/chat/hc.css | app/styles/theme/hc.css | app/styles/theme/light.css | app/styles/theme/mono.css | app/styles/tokens.css,"0 0 8px rgba(var(--hc-accent-rgb), 0.32) | 0 0 8px rgba(var(--hc-accent-rgb), 0.34) | none | 0 0 8px rgba(119, 119, 119, 0.24) | 0 0 8px rgba(248, 253, 255, 0.28)"
--service-map-marker-fill,feature-alias,6,5,1,app/styles/features/service-map/desktop/leaflet.css,#475569 | #2f5f8f | #168a72 | #b45309 | #a23b72
--workspace-feature-border,feature-alias,6,5,15,app/styles/features/service-map/desktop/base.css | app/styles/theme/hc.css | app/styles/theme/mono.css,"var(--subpage-card-border, color-mix(in srgb, var(--workspace-feature-text) 14%, transparent)) | rgba(97, 111, 132, 0.24) | var(--hc-accent, #ffea00) | rgba(var(--hc-accent-rgb), 0.66) | rgba(var(--mono-light-rgb), 0.12)"
--workspace-feature-border-strong,feature-alias,6,5,9,app/styles/features/service-map/desktop/base.css | app/styles/theme/hc.css | app/styles/theme/mono.css,"var( --subpage-card-border-hover, color-mix(in srgb, var(--workspace-feature-text) 22%, transparent) ) | rgba(97, 111, 132, 0.38) | var(--hc-accent, #ffea00) | rgba(var(--hc-accent-rgb), 0.9) | rgba(var(--mono-light-rgb), 0.2)"
--btn-primary-hover-brightness,component-or-semantic,5,5,0,app/styles/theme/dark.css | app/styles/theme/mid.css | app/styles/theme/mono.css | app/styles/theme/night.css | app/styles/tokens.css,1.04 | 1 | 1.035 | 1.038 | 1.015
--covision-secondary-button-bg,feature-alias,5,5,1,components/covision/CovisionPage.module.css,"rgba(255, 255, 255, 0.05) | rgba(255, 255, 255, 0.64) | rgba(255, 250, 248, 0.78) | rgba(220, 236, 255, 0.055) | var(--hc-bg, #090a0f)"
--covision-secondary-button-bg-hover,feature-alias,5,5,1,components/covision/CovisionPage.module.css,"rgba(255, 255, 255, 0.09) | rgba(255, 255, 255, 0.82) | rgba(255, 250, 248, 0.92) | rgba(220, 236, 255, 0.095) | rgba(255, 234, 0, 0.12)"
--covision-secondary-button-border,feature-alias,5,5,1,components/covision/CovisionPage.module.css,"rgba(248, 253, 255, 0.18) | rgba(122, 58, 56, 0.16) | rgba(126, 95, 88, 0.18) | rgba(216, 226, 235, 0.16) | var(--hc-accent, #ffea00)"
--documents-elevated-border,feature-alias,5,5,9,app/styles/features/documents/mono.css | app/styles/features/documents/workspace.css,"rgba(var(--mono-mid-rgb), 0.14) | color-mix(in srgb, var(--documents-card-border) 70%, var(--documents-accent-border) 30%) | rgba(122, 58, 56, 0.14) | rgba(141, 77, 74, 0.2) | rgba(133, 164, 216, 0.22)"
--documents-elevated-border-hover,feature-alias,5,5,1,app/styles/features/documents/mono.css | app/styles/features/documents/workspace.css,"rgba(var(--mono-light-rgb), 0.2) | color-mix(in srgb, var(--documents-card-border) 54%, var(--documents-accent-border) 46%) | rgba(122, 58, 56, 0.22) | rgba(141, 77, 74, 0.3) | rgba(205, 133, 133, 0.34)"
--documents-elevated-shadow,feature-alias,5,5,8,app/styles/features/documents/mono.css | app/styles/features/documents/workspace.css,"var(--subpage-card-shadow) | inset 0 1px 0 rgba(255, 255, 255, 0.1), var(--documents-soft-shadow) | inset 0 0 0 1px rgba(255, 255, 255, 0.42), 0 8px 20px rgba(82, 50, 46, 0.08) | inset 0 0 0 1px rgba(255, 255, 255, 0.24), 0 8px 20px rgba(88, 66, 54, 0.08) | inset 0 1px 0 rgba(255, 255, 255, 0.095), 0 12px 28px rgba(2, 6, 16, 0.18)"
--glass-analysis-bg,component-or-semantic,5,5,0,app/styles/theme/dark.css | app/styles/theme/hc.css | app/styles/theme/light.css | app/styles/theme/mid.css | app/styles/theme/night.css,"rgb(26, 29, 34) | rgb(8, 9, 12) | rgb(249, 249, 248) | var(--mid-utility-panel-bg) | rgb(18, 26, 40)"
--glass-modal-text,component-or-semantic,5,5,12,app/styles/theme/hc.css | app/styles/theme/light.css | app/styles/theme/mid.css | app/styles/theme/mono.css | app/styles/tokens.css,"var(--hc-accent) | var(--chat-invite-text) | #2c3340 | var(--glass-surface-text) | var(--glass-surface-text, #f2f2f2)"
--glass-ring-edge-stroke-desktop,component-or-semantic,5,5,4,app/styles/theme/dark.css | app/styles/theme/hc.css | app/styles/theme/mid.css | app/styles/theme/mono.css | app/styles/theme/night.css,"conic-gradient( from -104deg at 50% 50%, rgba(242, 247, 255, 0) 0deg, rgba(242, 247, 255, 0) 14deg, rgba(242, 247, 255, 0.024) 26deg, rgba(242, 247, 255, 0.09) 38deg, rgba(242, 247, 255, 0.19) 46deg, rgba(242, 247, 255, 0.32) 54deg, rgba(242, 247, 255, 0.4) 60deg, rgba(242, 247, 255, 0.26) 70deg, rgba(242, 247, 255, 0.11) 82deg, rgba(242, 247, 255, 0.028) 94deg, rgba(242, 247, 255, 0) 108deg, rgba(242, 247, 255, 0) 360deg ) | conic-gradient( from -104deg at 50% 50%, rgba(255, 248, 186, 0) 0deg, rgba(255, 248, 186, 0) 14deg, rgba(255, 248, 186, 0.028) 26deg, rgba(255, 248, 186, 0.09) 38deg, rgba(255, 248, 186, 0.18) 46deg, rgba(255, 248, 186, 0.3) 54deg, rgba(255, 248, 186, 0.38) 60deg, rgba(255, 248, 186, 0.25) 70deg, rgba(255, 248, 186, 0.11) 82deg, rgba(255, 248, 186, 0.028) 94deg, rgba(255, 248, 186, 0) 108deg, rgba(255, 248, 186, 0) 360deg ) | conic-gradient( from -104deg at 50% 50%, rgba(255, 255, 255, 0) 0deg, rgba(255, 255, 255, 0) 14deg, rgba(255, 252, 250, 0.024) 26deg, rgba(255, 251, 248, 0.084) 38deg, rgba(255, 251, 248, 0.18) 46deg, rgba(255, 250, 247, 0.3) 54deg, rgba(255, 250, 247, 0.36) 60deg, rgba(255, 248, 245, 0.24) 70deg, rgba(255, 246, 243, 0.1) 82deg, rgba(255, 244, 241, 0.026) 94deg, rgba(255, 255, 255, 0) 108deg, rgba(255, 255, 255, 0) 360deg ) | conic-gradient( from -104deg at 50% 50%, rgba(214, 214, 214, 0) 0deg, rgba(214, 214, 214, 0) 14deg, rgba(214, 214, 214, 0.018) 26deg, rgba(214, 214, 214, 0.07) 38deg, rgba(214, 214, 214, 0.14) 46deg, rgba(214, 214, 214, 0.24) 54deg, rgba(214, 214, 214, 0.3) 60deg, rgba(214, 214, 214, 0.2) 70deg, rgba(214, 214, 214, 0.09) 82deg, rgba(214, 214, 214, 0.022) 94deg, rgba(214, 214, 214, 0) 108deg, rgba(214, 214, 214, 0) 360deg ) | conic-gradient( from -104deg at 50% 50%, rgba(214, 231, 255, 0) 0deg, rgba(214, 231, 255, 0) 14deg, rgba(214, 231, 255, 0.026) 26deg, rgba(214, 231, 255, 0.095) 38deg, rgba(214, 231, 255, 0.2) 46deg, rgba(214, 231, 255, 0.34) 54deg, rgba(214, 231, 255, 0.44) 60deg, rgba(214, 231, 255, 0.28) 70deg, rgba(214, 231, 255, 0.12) 82deg, rgba(214, 231, 255, 0.03) 94deg, rgba(214, 231, 255, 0) 108deg, rgba(214, 231, 255, 0) 360deg )"
--glass-ring-edge-stroke-opacity-desktop,component-or-semantic,5,5,4,app/styles/theme/dark.css | app/styles/theme/hc.css | app/styles/theme/mid.css | app/styles/theme/mono.css | app/styles/theme/night.css,0.78 | 0.7 | 0.95 | 0.82 | 0.76
--glass-surface-text,component-or-semantic,5,5,19,app/styles/theme/hc.css | app/styles/theme/light.css | app/styles/theme/mid.css | app/styles/theme/mono.css,"var(--hc-accent) | var(--hc-text) | #2b2620 | #2c3340 | rgba(245, 245, 245, 0.94)"
--home-browser-base-bg,feature-alias,5,5,6,app/styles/features/home/background-mobile.css,"linear-gradient(180deg, #f4f2ee 0%, #e9e6df 100%) | linear-gradient( 180deg, var(--mid-bg-top) 0%, var(--mid-bg-mid) 58%, var(--mid-bg-bottom) 100% ) | radial-gradient( ellipse at top, #1b2735 0%, #090a0f 100% ) | linear-gradient( 180deg, var(--mono-bg-top, #2f2f2f) 0%, var(--mono-bg-mid, #1f1f1f) 54%, var(--mono-bg-bottom, #101010) 100% ) | radial-gradient( ellipse at top, #2b3037 0%, #111418 100% )"
--login-email-autofill-bg,feature-alias,5,5,0,app/styles/shared/login-a11y.css,"rgba(14, 20, 32, 0.88) | rgba(255, 255, 255, 0.96) | rgba(249, 243, 241, 0.96) | rgba(12, 24, 42, 0.92) | rgba(9, 14, 24, 0.92)"
--login-email-shell-shadow,feature-alias,5,5,1,app/styles/shared/login-a11y.css | app/styles/theme/mono.css,"var( --input-shadow-composite, var(--input-shadow) ) | 0 4px 10px rgba(0, 0, 0, 0.2), 0 7px 12px -10px rgba(248, 253, 255, 0.08), inset 0 0 0 999px rgba(255, 255, 255, 0.008) | 0 4px 10px rgba(2, 6, 16, 0.18), 0 7px 12px -10px rgba(214, 232, 255, 0.1), inset 0 0 0 999px rgba(230, 240, 255, 0.012) | 0 4px 10px rgba(0, 0, 0, 0.22), 0 7px 12px -10px rgba(214, 232, 255, 0.08), inset 0 0 0 999px rgba(255, 255, 255, 0.006) | var(--input-shadow)"
--login-email-shell-shadow-hover,feature-alias,5,5,1,app/styles/shared/login-a11y.css | app/styles/theme/mono.css,"var( --input-shadow-hover-composite, var(--input-shadow-hover, var(--input-shadow)) ) | 0 5px 12px rgba(0, 0, 0, 0.22), 0 8px 13px -10px rgba(248, 253, 255, 0.1), inset 0 0 0 999px rgba(255, 255, 255, 0.014) | 0 5px 12px rgba(2, 6, 16, 0.2), 0 8px 13px -10px rgba(214, 232, 255, 0.12), inset 0 0 0 999px rgba(230, 240, 255, 0.018) | 0 5px 12px rgba(0, 0, 0, 0.24), 0 8px 13px -10px rgba(214, 232, 255, 0.1), inset 0 0 0 999px rgba(255, 255, 255, 0.012) | var(--input-shadow-hover)"
--policy-bottom-fade-rgb,unknown,5,5,18,app/styles/features/policy/pages.css,3 8 18 | 247 247 246 | 252 248 247 | 12 20 34 | 11 11 11
--service-map-safe-area-bg,feature-alias,5,5,1,app/styles/features/service-map/desktop/shell.css,#10151d | #f4f2ee | #d7c6c0 | #0e1420 | #000
--space-backdrop-glow,foundation,5,5,1,app/styles/base/backgrounds.css | app/styles/theme/light.css | app/styles/theme/mid.css | app/styles/theme/mono.css | app/styles/theme/night.css,"radial-gradient( ellipse at 50% -12%, rgba(255, 255, 255, 0.2) 0%, rgba(255, 255, 255, 0.08) 34%, rgba(255, 255, 255, 0.02) 56%, rgba(255, 255, 255, 0) 74% ) | none | radial-gradient( ellipse at 50% -14%, rgba(255, 239, 231, 0.34) 0%, rgba(255, 239, 231, 0.14) 34%, rgba(255, 239, 231, 0.035) 56%, rgba(255, 239, 231, 0) 74% ) | radial-gradient( ellipse at 50% -12%, rgba(var(--mono-light-rgb), 0.12) 0%, rgba(var(--mono-light-rgb), 0.055) 34%, rgba(var(--mono-light-rgb), 0.014) 56%, rgba(var(--mono-light-rgb), 0) 74% ) | radial-gradient( ellipse at 50% -12%, rgba(var(--night-white-rgb), 0.2) 0%, rgba(var(--night-white-rgb), 0.08) 34%, rgba(var(--night-white-rgb), 0.02) 56%, rgba(var(--night-white-rgb), 0) 74% )"
--subscription-error-color,unknown,5,5,0,app/styles/theme/dark.css | app/styles/theme/light.css | app/styles/theme/mid.css | app/styles/theme/mono.css | app/styles/theme/night.css,"rgba(232, 219, 217, 0.9) | #c57171 | rgba(78, 57, 52, 0.92) | rgba(235, 235, 235, 0.9) | rgba(214, 226, 245, 0.9)"
--wellbeing-field-bg,feature-alias,5,5,6,components/wellbeing/WellbeingPage.module.css,"rgba(12, 14, 18, 0.48) | rgba(255, 255, 255, 0.5) | rgba(255, 255, 255, 0.16) | rgba(18, 19, 18, 0.58) | var(--hc-field-bg, rgba(9, 14, 24, 0.62))"
--wellbeing-field-bg-hover,feature-alias,5,5,1,components/wellbeing/WellbeingPage.module.css,"rgba(18, 21, 28, 0.58) | rgba(255, 255, 255, 0.66) | rgba(255, 255, 255, 0.23) | rgba(28, 29, 28, 0.64) | rgba(255, 234, 0, 0.1)"
--workspace-card-badge-attention-bg,feature-alias,5,5,1,components/chat/WorkspacePanel.module.css,"linear-gradient(145deg, rgba(255, 246, 180, 0.34), rgba(255, 255, 255, 0.08)), color-mix(in srgb, #f59e0b 78%, rgba(18, 15, 23, 0.92)) | linear-gradient(145deg, rgba(255, 255, 255, 0.28), rgba(255, 246, 180, 0.12)), color-mix(in srgb, #b45309 86%, #2f1f1e) | linear-gradient(145deg, rgba(255, 255, 255, 0.28), rgba(255, 246, 180, 0.12)), color-mix(in srgb, #a16207 84%, #403631) | linear-gradient(145deg, rgba(255, 255, 255, 0.2), rgba(245, 207, 90, 0.1)), rgba(245, 207, 90, 0.92) | var(--hc-bg, #090a0f)"
--workspace-card-badge-bg,feature-alias,5,5,1,components/chat/WorkspacePanel.module.css,"linear-gradient(145deg, rgba(255, 255, 255, 0.28), rgba(255, 255, 255, 0.08)), color-mix(in srgb, var(--title-color, var(--brand-primary, #c57171)) 82%, rgba(18, 15, 23, 0.92)) | linear-gradient(145deg, rgba(255, 255, 255, 0.24), rgba(255, 255, 255, 0.06)), color-mix(in srgb, var(--title-color, #8a4b49) 86%, #2f1f1e) | linear-gradient(145deg, rgba(255, 255, 255, 0.26), rgba(255, 255, 255, 0.08)), color-mix(in srgb, var(--title-color, #8a4b49) 78%, #403631) | linear-gradient(145deg, rgba(255, 255, 255, 0.18), rgba(255, 255, 255, 0.04)), rgba(230, 230, 230, 0.9) | var(--hc-bg, #090a0f)"
--workspace-card-badge-border,feature-alias,5,5,1,components/chat/WorkspacePanel.module.css,"rgba(255, 255, 255, 0.32) | rgba(122, 58, 56, 0.16) | rgba(255, 255, 255, 0.28) | rgba(230, 230, 230, 0.46) | var(--hc-accent, #ffea00)"
--workspace-card-badge-shadow,feature-alias,5,5,1,components/chat/WorkspacePanel.module.css,"0 0 0 1px rgba(18, 15, 23, 0.28), 0 5px 14px rgba(18, 15, 23, 0.24) | 0 0 0 1px rgba(255, 255, 255, 0.34), 0 6px 14px rgba(82, 50, 46, 0.14) | 0 0 0 1px rgba(255, 255, 255, 0.26), 0 6px 14px rgba(38, 24, 22, 0.12) | 0 0 0 1px rgba(10, 10, 10, 0.34), 0 6px 14px rgba(0, 0, 0, 0.22) | none"
--workspace-card-badge-tooltip-bg,feature-alias,5,5,1,components/chat/WorkspacePanel.module.css,"rgba(18, 15, 23, 0.92) | rgba(255, 255, 255, 0.96) | rgba(253, 250, 248, 0.96) | rgba(18, 18, 18, 0.96) | var(--hc-bg, #090a0f)"
--workspace-card-badge-tooltip-border,feature-alias,5,5,1,components/chat/WorkspacePanel.module.css,"rgba(255, 255, 255, 0.16) | rgba(122, 58, 56, 0.12) | rgba(122, 58, 56, 0.1) | rgba(230, 230, 230, 0.24) | var(--hc-accent, #ffea00)"
--workspace-card-badge-tooltip-shadow,feature-alias,5,5,1,components/chat/WorkspacePanel.module.css,"0 10px 24px rgba(0, 0, 0, 0.24) | 0 10px 24px rgba(82, 50, 46, 0.14) | 0 10px 24px rgba(38, 24, 22, 0.12) | 0 10px 24px rgba(0, 0, 0, 0.32) | none"
--workspace-elevated-card-bg,feature-alias,5,5,44,app/styles/theme/dark.css | app/styles/theme/hc.css | app/styles/theme/mono.css | app/styles/theme/night.css,"linear-gradient(145deg, rgba(var(--dark-white-rgb), 0.08), rgba(var(--dark-white-rgb), 0.035)), color-mix(in srgb, var(--glass-ring-surface-bg, rgba(var(--dark-black-rgb), 0.25)) 64%, transparent) | var(--hc-panel-bg) | linear-gradient(145deg, rgba(var(--mono-mid-rgb), 0.07), rgba(var(--mono-mid-rgb), 0.028)), color-mix(in srgb, var(--glass-ring-surface-bg) 84%, transparent) | linear-gradient(145deg, rgba(214, 214, 214, 0.07), rgba(214, 214, 214, 0.028)), color-mix(in srgb, var(--glass-ring-surface-bg) 84%, transparent) | linear-gradient(145deg, rgba(255, 255, 255, 0.08), rgba(255, 255, 255, 0.035)), color-mix(in srgb, var(--glass-ring-surface-bg, rgba(0, 0, 0, 0.25)) 64%, transparent)"
--workspace-feature-checkbox-body-text,feature-alias,5,5,1,app/styles/features/service-map/desktop/base.css,"color-mix(in srgb, var(--workspace-feature-checkbox-text) 86%, transparent) | #4b5567 | #536071 | rgba(222, 228, 237, 0.82) | var(--hc-accent, #ffea00)"
--workspace-feature-checkbox-text,feature-alias,5,5,9,app/styles/features/service-map/desktop/base.css,"var(--workspace-feature-text) | #1f2937 | #2f3a4a | rgba(234, 238, 245, 0.94) | var(--hc-accent, #ffea00)"
--documents-panel-bg,feature-alias,11,4,5,app/styles/features/documents/mono.css | app/styles/features/documents/workspace.css,"var(--glass-ring-surface-bg) | var(--documents-glass-surface) | rgba(255, 255, 255, 0.94) | rgba(234, 226, 218, 0.9)"
--ring-scale,unknown,10,4,3,app/styles/components/invite-modal.css | app/styles/components/workspace-help-listings.css | app/styles/features/service-map/desktop/base.css | app/styles/shared/glass-subpage.css | app/styles/tokens.css | app/styles/utilities/glass-ring-stable.shared.css,1 | 0.78 | 0.82 | 1.1
--seg-card-border,component-or-semantic,10,4,29,app/styles/features/chat/hc.css | app/styles/features/documents/ui.css | app/styles/theme/hc.css | app/styles/theme/light.css | app/styles/theme/mid.css | app/styles/theme/mono.css | app/styles/tokens.css,"rgba(var(--hc-accent-rgb), 0.62) | rgba(255, 234, 0, 0.66) | transparent | rgba(126, 95, 88, 0.16)"
